Time (UTC +01:00 M/d/yyyy h:mm:ss tt),"Minimum (integral(A), Between rulers) (Vs)"
2/1/2024 9:41:06 AM,-7.081187E-09
2/1/2024 9:41:06 AM,-7.985524E-09
2/1/2024 9:41:06 AM,NaN
2/1/2024 9:41:06 AM,-8.498322E-09
2/1/2024 9:41:07 AM,NaN
2/1/2024 9:41:07 AM,NaN
2/1/2024 9:41:07 AM,-9.379385E-09
2/1/2024 9:41:07 AM,-9.242885E-09
2/1/2024 9:41:07 AM,-4.238754E-09
2/1/2024 9:41:07 AM,-6.960228E-09
2/1/2024 9:41:07 AM,NaN
2/1/2024 9:41:07 AM,-7.845083E-09
2/1/2024 9:41:07 AM,-3.332056E-09
2/1/2024 9:41:07 AM,-6.525824E-09
2/1/2024 9:41:07 AM,NaN
2/1/2024 9:41:07 AM,-1.274084E-08
2/1/2024 9:41:07 AM,NaN
2/1/2024 9:41:07 AM,-8.13576E-09
2/1/2024 9:41:07 AM,-7.518196E-09
2/1/2024 9:41:08 AM,-7.75945E-09
2/1/2024 9:41:08 AM,NaN
2/1/2024 9:41:08 AM,NaN
2/1/2024 9:41:08 AM,-7.091567E-09
2/1/2024 9:41:08 AM,-7.741726E-09
2/1/2024 9:41:08 AM,-4.377791E-09
2/1/2024 9:41:08 AM,-5.077271E-09
2/1/2024 9:41:08 AM,NaN
2/1/2024 9:41:08 AM,-7.976912E-09
2/1/2024 9:41:08 AM,NaN
2/1/2024 9:41:08 AM,-2.768885E-09
2/1/2024 9:41:08 AM,-7.646782E-09
2/1/2024 9:41:08 AM,-1.021971E-08
2/1/2024 9:41:08 AM,NaN
2/1/2024 9:41:08 AM,NaN
2/1/2024 9:41:08 AM,-9.314348E-09
2/1/2024 9:41:08 AM,NaN
2/1/2024 9:41:08 AM,-6.521474E-09
2/1/2024 9:41:09 AM,-4.153648E-09
2/1/2024 9:41:09 AM,-3.97091E-09
2/1/2024 9:41:09 AM,-5.238257E-09
2/1/2024 9:41:09 AM,-6.064762E-09
2/1/2024 9:41:09 AM,-8.738373E-09
2/1/2024 9:41:09 AM,-9.388756E-09
2/1/2024 9:41:09 AM,-3.527995E-09
2/1/2024 9:41:09 AM,-9.21338E-09
2/1/2024 9:41:09 AM,-8.49486E-09
2/1/2024 9:41:09 AM,NaN
2/1/2024 9:41:09 AM,-5.975136E-09
2/1/2024 9:41:09 AM,NaN
2/1/2024 9:41:09 AM,NaN
2/1/2024 9:41:09 AM,-3.960094E-09
2/1/2024 9:41:09 AM,-9.084125E-09
2/1/2024 9:41:09 AM,-5.972971E-09
2/1/2024 9:41:09 AM,-6.037006E-09
2/1/2024 9:41:09 AM,-7.249212E-09
2/1/2024 9:41:09 AM,NaN
2/1/2024 9:41:09 AM,-6.681131E-09
2/1/2024 9:41:10 AM,-4.568194E-09
2/1/2024 9:41:10 AM,-6.420478E-09
2/1/2024 9:41:10 AM,-3.204134E-09
2/1/2024 9:41:10 AM,-6.553997E-09
2/1/2024 9:41:10 AM,-5.072219E-09
2/1/2024 9:41:10 AM,-6.005942E-09
2/1/2024 9:41:10 AM,-6.680443E-09
2/1/2024 9:41:10 AM,NaN
2/1/2024 9:41:10 AM,NaN
2/1/2024 9:41:10 AM,-7.409172E-09
2/1/2024 9:41:10 AM,NaN
2/1/2024 9:41:10 AM,-8.079154E-09
2/1/2024 9:41:10 AM,-4.634657E-09
2/1/2024 9:41:10 AM,-7.834263E-09
2/1/2024 9:41:10 AM,-8.169253E-09
2/1/2024 9:41:10 AM,-6.775768E-09
2/1/2024 9:41:11 AM,-7.783365E-09
2/1/2024 9:41:11 AM,-8.274149E-09
2/1/2024 9:41:11 AM,-3.814585E-09
2/1/2024 9:41:11 AM,-7.195121E-09
2/1/2024 9:41:11 AM,-7.52743E-09
2/1/2024 9:41:11 AM,-6.154835E-09
2/1/2024 9:41:11 AM,-7.572256E-09
2/1/2024 9:41:11 AM,NaN
2/1/2024 9:41:11 AM,-5.158545E-09
2/1/2024 9:41:11 AM,-3.462561E-09
2/1/2024 9:41:11 AM,-5.343498E-09
2/1/2024 9:41:11 AM,-6.787291E-09
2/1/2024 9:41:11 AM,-8.390177E-09
2/1/2024 9:41:11 AM,-7.153454E-09
2/1/2024 9:41:12 AM,-9.240198E-09
2/1/2024 9:41:12 AM,-4.938231E-09
2/1/2024 9:41:12 AM,NaN
2/1/2024 9:41:12 AM,-7.945571E-09
2/1/2024 9:41:12 AM,-8.216653E-09
2/1/2024 9:41:12 AM,-4.038454E-09
2/1/2024 9:41:12 AM,-5.328703E-09
2/1/2024 9:41:12 AM,-6.942642E-09
2/1/2024 9:41:12 AM,-7.409351E-09
2/1/2024 9:41:12 AM,-5.497615E-09
2/1/2024 9:41:12 AM,-8.112264E-09
2/1/2024 9:41:12 AM,-8.961578E-09
2/1/2024 9:41:12 AM,-8.316723E-09
2/1/2024 9:41:12 AM,-6.189147E-09
2/1/2024 9:41:12 AM,-7.844882E-09
2/1/2024 9:41:12 AM,NaN
2/1/2024 9:41:12 AM,-3.833595E-09
2/1/2024 9:41:12 AM,-6.702657E-09
2/1/2024 9:41:13 AM,-7.27209E-09
2/1/2024 9:41:13 AM,-7.215549E-09
2/1/2024 9:41:13 AM,-6.33603E-09
2/1/2024 9:41:13 AM,-6.888298E-09
2/1/2024 9:41:13 AM,-7.264573E-09
2/1/2024 9:41:13 AM,-4.285138E-09
2/1/2024 9:41:13 AM,-7.282117E-09
2/1/2024 9:41:13 AM,-9.286255E-09
2/1/2024 9:41:13 AM,-7.012935E-09
2/1/2024 9:41:13 AM,-6.20887E-09
2/1/2024 9:41:13 AM,-7.429355E-09
2/1/2024 9:41:13 AM,-1.010249E-08
2/1/2024 9:41:13 AM,-9.887861E-09
2/1/2024 9:41:13 AM,-8.176099E-09
2/1/2024 9:41:13 AM,-4.581307E-09
2/1/2024 9:41:13 AM,-3.725472E-09
2/1/2024 9:41:13 AM,-7.017291E-09
2/1/2024 9:41:13 AM,-9.187253E-09
2/1/2024 9:41:14 AM,NaN
2/1/2024 9:41:14 AM,-5.739579E-09
2/1/2024 9:41:14 AM,-8.490995E-09
2/1/2024 9:41:14 AM,-9.076615E-09
2/1/2024 9:41:14 AM,-8.027954E-09
2/1/2024 9:41:14 AM,-9.074316E-09
2/1/2024 9:41:14 AM,-6.068947E-09
2/1/2024 9:41:14 AM,-3.714486E-09
2/1/2024 9:41:14 AM,-5.079996E-09
2/1/2024 9:41:14 AM,-4.194502E-09
2/1/2024 9:41:14 AM,-8.889917E-09
2/1/2024 9:41:14 AM,-3.84212E-09
2/1/2024 9:41:14 AM,-5.995995E-09
2/1/2024 9:41:14 AM,-6.822901E-09
2/1/2024 9:41:14 AM,-4.016811E-09
2/1/2024 9:41:14 AM,-5.083249E-09
2/1/2024 9:41:14 AM,-7.312967E-09
2/1/2024 9:41:15 AM,-7.597421E-09
2/1/2024 9:41:15 AM,-9.062363E-09
2/1/2024 9:41:15 AM,NaN
2/1/2024 9:41:15 AM,-8.092051E-09
2/1/2024 9:41:15 AM,NaN
2/1/2024 9:41:15 AM,-3.577608E-09
2/1/2024 9:41:15 AM,-6.214907E-09
2/1/2024 9:41:15 AM,-9.080638E-09
2/1/2024 9:41:15 AM,NaN
2/1/2024 9:41:15 AM,-9.196875E-09
2/1/2024 9:41:15 AM,-7.74667E-09
2/1/2024 9:41:15 AM,-7.542113E-09
2/1/2024 9:41:15 AM,-7.175522E-09
2/1/2024 9:41:15 AM,-3.043252E-09
2/1/2024 9:41:15 AM,-9.378925E-09
2/1/2024 9:41:15 AM,-7.469872E-09
2/1/2024 9:41:15 AM,-5.375722E-09
2/1/2024 9:41:15 AM,-4.726286E-09
2/1/2024 9:41:15 AM,-4.878813E-09
2/1/2024 9:41:15 AM,NaN
2/1/2024 9:41:15 AM,-8.429585E-09
2/1/2024 9:41:15 AM,-5.708428E-09
2/1/2024 9:41:15 AM,-9.51062E-09
2/1/2024 9:41:15 AM,-7.448756E-09
2/1/2024 9:41:15 AM,NaN
2/1/2024 9:41:16 AM,-8.751126E-09
2/1/2024 9:41:16 AM,-9.314738E-09
2/1/2024 9:41:16 AM,-9.342888E-09
2/1/2024 9:41:16 AM,-7.251586E-09
2/1/2024 9:41:16 AM,NaN
2/1/2024 9:41:16 AM,-8.025953E-09
2/1/2024 9:41:16 AM,NaN
2/1/2024 9:41:16 AM,-3.793005E-09
2/1/2024 9:41:16 AM,-9.504717E-09
2/1/2024 9:41:16 AM,NaN
2/1/2024 9:41:16 AM,NaN
2/1/2024 9:41:16 AM,-8.210737E-09
2/1/2024 9:41:16 AM,NaN
2/1/2024 9:41:16 AM,-6.403649E-09
2/1/2024 9:41:16 AM,-5.467293E-09
2/1/2024 9:41:17 AM,-9.122346E-09
2/1/2024 9:41:17 AM,-3.836091E-09
2/1/2024 9:41:17 AM,-6.180986E-09
2/1/2024 9:41:17 AM,-4.528223E-09
2/1/2024 9:41:17 AM,NaN
2/1/2024 9:41:17 AM,NaN
2/1/2024 9:41:17 AM,NaN
2/1/2024 9:41:17 AM,NaN
2/1/2024 9:41:17 AM,-6.449372E-09
2/1/2024 9:41:17 AM,-9.261858E-09
2/1/2024 9:41:17 AM,NaN
2/1/2024 9:41:17 AM,NaN
2/1/2024 9:41:17 AM,NaN
2/1/2024 9:41:17 AM,-6.568589E-09
2/1/2024 9:41:17 AM,-6.272102E-09
2/1/2024 9:41:17 AM,-7.080353E-09
2/1/2024 9:41:17 AM,-9.439197E-09
2/1/2024 9:41:17 AM,-9.005308E-09
2/1/2024 9:41:17 AM,-4.651709E-09
2/1/2024 9:41:17 AM,-3.921156E-09
2/1/2024 9:41:18 AM,-7.205685E-09
2/1/2024 9:41:18 AM,-7.512727E-09
2/1/2024 9:41:18 AM,-5.983526E-09
2/1/2024 9:41:18 AM,-7.976742E-09
2/1/2024 9:41:18 AM,-8.665342E-09
2/1/2024 9:41:18 AM,-7.955347E-09
2/1/2024 9:41:18 AM,-8.754599E-09
2/1/2024 9:41:18 AM,-7.498006E-09
2/1/2024 9:41:18 AM,NaN
2/1/2024 9:41:18 AM,NaN
2/1/2024 9:41:18 AM,-8.23019E-09
2/1/2024 9:41:18 AM,-8.335869E-09
2/1/2024 9:41:18 AM,-6.481031E-09
2/1/2024 9:41:19 AM,-7.670871E-09
2/1/2024 9:41:19 AM,-4.837081E-09
2/1/2024 9:41:19 AM,-7.653141E-09
2/1/2024 9:41:19 AM,-5.499213E-09
2/1/2024 9:41:19 AM,-3.750682E-09
2/1/2024 9:41:19 AM,-4.035734E-09
2/1/2024 9:41:19 AM,-3.757388E-09
2/1/2024 9:41:19 AM,-3.276563E-09
2/1/2024 9:41:19 AM,-6.992304E-09
2/1/2024 9:41:19 AM,-8.866565E-09
2/1/2024 9:41:19 AM,-7.864267E-09
2/1/2024 9:41:19 AM,NaN
2/1/2024 9:41:19 AM,-5.860009E-09
2/1/2024 9:41:19 AM,-5.686406E-09
2/1/2024 9:41:19 AM,NaN
2/1/2024 9:41:19 AM,-8.637294E-09
2/1/2024 9:41:19 AM,-4.644345E-09
2/1/2024 9:41:19 AM,-7.694687E-09
2/1/2024 9:41:20 AM,-6.819844E-09
2/1/2024 9:41:20 AM,NaN
2/1/2024 9:41:20 AM,-6.373646E-09
2/1/2024 9:41:20 AM,NaN
2/1/2024 9:41:20 AM,-6.450202E-09
2/1/2024 9:41:20 AM,-8.424289E-09
2/1/2024 9:41:20 AM,-6.923465E-09
2/1/2024 9:41:20 AM,NaN
2/1/2024 9:41:20 AM,-9.027877E-09
2/1/2024 9:41:20 AM,NaN
2/1/2024 9:41:20 AM,NaN
2/1/2024 9:41:20 AM,-7.292662E-09
2/1/2024 9:41:20 AM,NaN
2/1/2024 9:41:20 AM,-4.428548E-09
2/1/2024 9:41:20 AM,-6.666179E-09
2/1/2024 9:41:20 AM,-8.262744E-09
2/1/2024 9:41:20 AM,-8.70881E-09
2/1/2024 9:41:21 AM,-1.105016E-08
2/1/2024 9:41:21 AM,NaN
2/1/2024 9:41:21 AM,NaN
2/1/2024 9:41:21 AM,NaN
2/1/2024 9:41:21 AM,-8.975138E-09
2/1/2024 9:41:21 AM,-3.833564E-09
2/1/2024 9:41:21 AM,NaN
2/1/2024 9:41:21 AM,-8.186739E-09
2/1/2024 9:41:21 AM,-7.596517E-09
2/1/2024 9:41:21 AM,-7.471777E-09
2/1/2024 9:41:21 AM,-6.846512E-09
2/1/2024 9:41:21 AM,-4.730654E-09
2/1/2024 9:41:21 AM,NaN
2/1/2024 9:41:21 AM,-8.250812E-09
2/1/2024 9:41:21 AM,-5.225048E-09
2/1/2024 9:41:21 AM,-7.355617E-09
2/1/2024 9:41:21 AM,NaN
2/1/2024 9:41:21 AM,-6.646439E-09
2/1/2024 9:41:21 AM,-6.486915E-09
2/1/2024 9:41:21 AM,NaN
2/1/2024 9:41:21 AM,-9.152984E-09
2/1/2024 9:41:22 AM,-5.931495E-09
2/1/2024 9:41:22 AM,-9.7021E-09
2/1/2024 9:41:22 AM,-9.200351E-09
2/1/2024 9:41:22 AM,-6.59232E-09
2/1/2024 9:41:22 AM,-6.948223E-09
2/1/2024 9:41:22 AM,-6.484442E-09
2/1/2024 9:41:22 AM,-5.680671E-09
2/1/2024 9:41:22 AM,NaN
2/1/2024 9:41:22 AM,-8.320997E-09
2/1/2024 9:41:22 AM,-4.812298E-09
2/1/2024 9:41:22 AM,-6.52414E-09
2/1/2024 9:41:22 AM,-7.197521E-09
2/1/2024 9:41:22 AM,-4.42236E-09
2/1/2024 9:41:22 AM,-7.325552E-09
2/1/2024 9:41:22 AM,-3.050394E-09
2/1/2024 9:41:22 AM,-7.761257E-09
2/1/2024 9:41:22 AM,-6.9607E-09
2/1/2024 9:41:22 AM,-8.474901E-09
2/1/2024 9:41:22 AM,-4.31245E-09
2/1/2024 9:41:22 AM,NaN
2/1/2024 9:41:22 AM,-7.22837E-09
2/1/2024 9:41:22 AM,-5.910698E-09
2/1/2024 9:41:22 AM,-8.241398E-09
2/1/2024 9:41:22 AM,NaN
2/1/2024 9:41:23 AM,NaN
2/1/2024 9:41:23 AM,-7.998393E-09
2/1/2024 9:41:23 AM,-8.260137E-09
2/1/2024 9:41:23 AM,NaN
2/1/2024 9:41:23 AM,-9.61824E-09
2/1/2024 9:41:23 AM,-3.717703E-09
2/1/2024 9:41:23 AM,NaN
2/1/2024 9:41:23 AM,-8.805654E-09
2/1/2024 9:41:23 AM,-4.841899E-09
2/1/2024 9:41:23 AM,-5.03472E-09
2/1/2024 9:41:23 AM,-7.75974E-09
2/1/2024 9:41:23 AM,NaN
2/1/2024 9:41:23 AM,-3.430143E-09
2/1/2024 9:41:23 AM,-8.633961E-09
2/1/2024 9:41:23 AM,NaN
2/1/2024 9:41:23 AM,-8.625491E-09
2/1/2024 9:41:23 AM,NaN
2/1/2024 9:41:23 AM,-7.87302E-09
2/1/2024 9:41:24 AM,NaN
2/1/2024 9:41:24 AM,NaN
2/1/2024 9:41:24 AM,-7.29269E-09
2/1/2024 9:41:24 AM,-7.759319E-09
2/1/2024 9:41:24 AM,-9.602589E-09
2/1/2024 9:41:24 AM,-7.775038E-09
2/1/2024 9:41:24 AM,-4.982266E-09
2/1/2024 9:41:24 AM,NaN
2/1/2024 9:41:24 AM,-5.327209E-09
2/1/2024 9:41:24 AM,-5.699909E-09
2/1/2024 9:41:24 AM,-6.239229E-09
2/1/2024 9:41:24 AM,NaN
2/1/2024 9:41:24 AM,-5.466553E-09
2/1/2024 9:41:24 AM,-8.259287E-09
2/1/2024 9:41:24 AM,-7.597508E-09
2/1/2024 9:41:24 AM,-8.792972E-09
2/1/2024 9:41:24 AM,-5.645159E-09
2/1/2024 9:41:24 AM,-4.453801E-09
2/1/2024 9:41:24 AM,-7.589494E-09
2/1/2024 9:41:24 AM,-8.378905E-09
2/1/2024 9:41:25 AM,NaN
2/1/2024 9:41:25 AM,-8.239271E-09
2/1/2024 9:41:25 AM,-9.169487E-09
2/1/2024 9:41:25 AM,-5.935452E-09
2/1/2024 9:41:25 AM,-6.744045E-09
2/1/2024 9:41:25 AM,NaN
2/1/2024 9:41:25 AM,-5.049422E-09
2/1/2024 9:41:25 AM,-6.566392E-09
2/1/2024 9:41:25 AM,-8.469327E-09
2/1/2024 9:41:25 AM,-7.752398E-09
2/1/2024 9:41:25 AM,-4.152103E-09
2/1/2024 9:41:25 AM,-7.460536E-09
2/1/2024 9:41:25 AM,-4.046997E-09
2/1/2024 9:41:25 AM,NaN
2/1/2024 9:41:25 AM,-7.587814E-09
2/1/2024 9:41:25 AM,-7.997063E-09
2/1/2024 9:41:26 AM,-9.335445E-09
2/1/2024 9:41:26 AM,NaN
2/1/2024 9:41:26 AM,-6.265159E-09
2/1/2024 9:41:26 AM,-7.390393E-09
2/1/2024 9:41:26 AM,NaN
2/1/2024 9:41:26 AM,-4.273634E-09
2/1/2024 9:41:26 AM,NaN
2/1/2024 9:41:26 AM,-9.31808E-09
2/1/2024 9:41:26 AM,-7.113981E-09
2/1/2024 9:41:26 AM,-4.683347E-09
2/1/2024 9:41:26 AM,-8.56808E-09
2/1/2024 9:41:26 AM,-6.841013E-09
2/1/2024 9:41:26 AM,-4.686982E-09
2/1/2024 9:41:26 AM,-5.866486E-09
2/1/2024 9:41:27 AM,-3.75967E-09
2/1/2024 9:41:27 AM,-3.352183E-09
2/1/2024 9:41:27 AM,-9.118189E-09
2/1/2024 9:41:27 AM,-4.867187E-09
2/1/2024 9:41:27 AM,-9.201416E-09
2/1/2024 9:41:27 AM,-3.07738E-09
2/1/2024 9:41:27 AM,-8.547602E-09
2/1/2024 9:41:27 AM,-8.362711E-09
2/1/2024 9:41:27 AM,-8.676729E-09
2/1/2024 9:41:27 AM,NaN
2/1/2024 9:41:27 AM,-4.827355E-09
2/1/2024 9:41:27 AM,-7.425964E-09
2/1/2024 9:41:27 AM,-8.789016E-09
2/1/2024 9:41:27 AM,-6.1749E-09
2/1/2024 9:41:27 AM,-7.542285E-09
2/1/2024 9:41:27 AM,-7.763108E-09
2/1/2024 9:41:27 AM,-8.388932E-09
2/1/2024 9:41:27 AM,NaN
2/1/2024 9:41:27 AM,NaN
2/1/2024 9:41:28 AM,-5.909573E-09
2/1/2024 9:41:28 AM,-3.88825E-09
2/1/2024 9:41:28 AM,-7.151045E-09
2/1/2024 9:41:28 AM,NaN
2/1/2024 9:41:28 AM,-5.501396E-09
2/1/2024 9:41:28 AM,-7.175585E-09
2/1/2024 9:41:28 AM,-7.947253E-09
2/1/2024 9:41:28 AM,NaN
2/1/2024 9:41:28 AM,NaN
2/1/2024 9:41:28 AM,-7.813753E-09
2/1/2024 9:41:28 AM,-5.433687E-09
2/1/2024 9:41:28 AM,NaN
2/1/2024 9:41:28 AM,-4.36525E-09
2/1/2024 9:41:28 AM,NaN
2/1/2024 9:41:28 AM,-5.329848E-09
2/1/2024 9:41:28 AM,-9.421677E-09
2/1/2024 9:41:28 AM,-5.506876E-09
2/1/2024 9:41:28 AM,-3.099003E-09
2/1/2024 9:41:28 AM,-6.394187E-09
2/1/2024 9:41:29 AM,-8.201672E-09
2/1/2024 9:41:29 AM,-9.329523E-09
2/1/2024 9:41:29 AM,-9.824811E-09
2/1/2024 9:41:29 AM,-6.694536E-09
2/1/2024 9:41:29 AM,-4.143707E-09
2/1/2024 9:41:29 AM,-3.718374E-09
2/1/2024 9:41:29 AM,NaN
2/1/2024 9:41:29 AM,-4.251193E-09
2/1/2024 9:41:29 AM,-3.440588E-09
2/1/2024 9:41:29 AM,NaN
2/1/2024 9:41:29 AM,-1.245793E-08
2/1/2024 9:41:29 AM,-8.829182E-09
2/1/2024 9:41:29 AM,-2.828254E-09
2/1/2024 9:41:29 AM,-8.664032E-09
2/1/2024 9:41:29 AM,-5.393688E-09
2/1/2024 9:41:29 AM,-3.724452E-09
2/1/2024 9:41:30 AM,NaN
2/1/2024 9:41:30 AM,-7.289946E-09
2/1/2024 9:41:30 AM,-9.612449E-09
2/1/2024 9:41:30 AM,-4.32233E-09
2/1/2024 9:41:30 AM,-6.538655E-09
2/1/2024 9:41:30 AM,-3.982543E-09
2/1/2024 9:41:30 AM,NaN
2/1/2024 9:41:30 AM,-4.187746E-09
2/1/2024 9:41:30 AM,-6.758082E-09
2/1/2024 9:41:30 AM,-9.491229E-09
2/1/2024 9:41:30 AM,-2.990896E-09
2/1/2024 9:41:30 AM,-8.44495E-09
2/1/2024 9:41:30 AM,-6.496123E-09
2/1/2024 9:41:30 AM,-8.347978E-09
2/1/2024 9:41:30 AM,-3.28138E-09
2/1/2024 9:41:30 AM,-8.252533E-09
2/1/2024 9:41:30 AM,-4.064898E-09
2/1/2024 9:41:30 AM,-1.017999E-08
2/1/2024 9:41:31 AM,-5.364917E-09
2/1/2024 9:41:31 AM,-3.013509E-09
2/1/2024 9:41:31 AM,-7.748693E-09
2/1/2024 9:41:31 AM,-5.272871E-09
2/1/2024 9:41:31 AM,NaN
2/1/2024 9:41:31 AM,NaN
2/1/2024 9:41:31 AM,-8.529546E-09
2/1/2024 9:41:31 AM,-6.344131E-09
2/1/2024 9:41:31 AM,-7.326293E-09
2/1/2024 9:41:31 AM,-4.699555E-09
2/1/2024 9:41:31 AM,-8.11046E-09
2/1/2024 9:41:31 AM,-6.397116E-09
2/1/2024 9:41:31 AM,-8.410557E-09
2/1/2024 9:41:31 AM,-8.184893E-09
2/1/2024 9:41:31 AM,-8.262733E-09
2/1/2024 9:41:31 AM,NaN
2/1/2024 9:41:31 AM,NaN
2/1/2024 9:41:31 AM,-5.604127E-09
2/1/2024 9:41:32 AM,-6.767747E-09
2/1/2024 9:41:32 AM,-4.671981E-09
2/1/2024 9:41:32 AM,-6.465213E-09
2/1/2024 9:41:32 AM,NaN
2/1/2024 9:41:32 AM,-7.037192E-09
2/1/2024 9:41:32 AM,-7.193644E-09
2/1/2024 9:41:32 AM,-8.498457E-09
2/1/2024 9:41:32 AM,-9.824716E-09
2/1/2024 9:41:32 AM,-4.175103E-09
2/1/2024 9:41:32 AM,-6.874994E-09
2/1/2024 9:41:32 AM,-5.445298E-09
2/1/2024 9:41:32 AM,-7.130218E-09
2/1/2024 9:41:32 AM,NaN
2/1/2024 9:41:32 AM,-9.154984E-09
2/1/2024 9:41:32 AM,-7.837622E-09
2/1/2024 9:41:32 AM,-6.02022E-09
2/1/2024 9:41:32 AM,-5.423044E-09
2/1/2024 9:41:32 AM,-9.43484E-09
2/1/2024 9:41:33 AM,-7.218652E-09
2/1/2024 9:41:33 AM,NaN
2/1/2024 9:41:33 AM,-3.451218E-09
2/1/2024 9:41:33 AM,-9.570913E-09
2/1/2024 9:41:33 AM,-7.791454E-09
2/1/2024 9:41:33 AM,NaN
2/1/2024 9:41:33 AM,-6.441562E-09
2/1/2024 9:41:33 AM,-8.649329E-09
2/1/2024 9:41:33 AM,-8.115943E-09
2/1/2024 9:41:33 AM,NaN
2/1/2024 9:41:33 AM,-4.705536E-09
2/1/2024 9:41:33 AM,-7.815772E-09
2/1/2024 9:41:33 AM,-6.503486E-09
2/1/2024 9:41:33 AM,-8.850092E-09
2/1/2024 9:41:33 AM,-7.186733E-09
2/1/2024 9:41:33 AM,-5.813424E-09
2/1/2024 9:41:33 AM,-6.138797E-09
2/1/2024 9:41:33 AM,NaN
2/1/2024 9:41:33 AM,-8.059058E-09
2/1/2024 9:41:33 AM,-7.567022E-09
2/1/2024 9:41:33 AM,-7.199842E-09
2/1/2024 9:41:33 AM,-4.885833E-09
2/1/2024 9:41:33 AM,-7.622323E-09
2/1/2024 9:41:33 AM,-7.672039E-09
2/1/2024 9:41:33 AM,-4.836955E-09
2/1/2024 9:41:34 AM,NaN
2/1/2024 9:41:34 AM,-3.856085E-09
2/1/2024 9:41:34 AM,NaN
2/1/2024 9:41:34 AM,-7.666571E-09
2/1/2024 9:41:34 AM,-5.137148E-09
2/1/2024 9:41:34 AM,-8.227093E-09
2/1/2024 9:41:34 AM,-7.324203E-09
2/1/2024 9:41:34 AM,NaN
2/1/2024 9:41:34 AM,-1.018952E-08
2/1/2024 9:41:34 AM,-3.032566E-09
2/1/2024 9:41:34 AM,-8.387621E-09
2/1/2024 9:41:34 AM,-5.030351E-09
2/1/2024 9:41:34 AM,-5.866209E-09
2/1/2024 9:41:34 AM,-8.644848E-09
2/1/2024 9:41:34 AM,-3.605849E-09
2/1/2024 9:41:34 AM,-8.846801E-09
2/1/2024 9:41:34 AM,-6.500619E-09
2/1/2024 9:41:34 AM,-6.473511E-09
2/1/2024 9:41:34 AM,-7.06539E-09
2/1/2024 9:41:34 AM,-4.400166E-09
2/1/2024 9:41:34 AM,-4.084225E-09
2/1/2024 9:41:34 AM,-7.946444E-09
2/1/2024 9:41:35 AM,-6.897094E-09
2/1/2024 9:41:35 AM,-7.103978E-09
2/1/2024 9:41:35 AM,NaN
2/1/2024 9:41:35 AM,-6.820439E-09
2/1/2024 9:41:35 AM,NaN
2/1/2024 9:41:35 AM,NaN
2/1/2024 9:41:35 AM,-4.749889E-09
2/1/2024 9:41:35 AM,-8.207319E-09
2/1/2024 9:41:35 AM,-8.336236E-09
2/1/2024 9:41:35 AM,-6.181933E-09
2/1/2024 9:41:35 AM,-7.472719E-09
2/1/2024 9:41:35 AM,-9.518515E-09
2/1/2024 9:41:35 AM,-3.952946E-09
2/1/2024 9:41:35 AM,-3.768719E-09
2/1/2024 9:41:35 AM,-5.172915E-09
2/1/2024 9:41:35 AM,-9.069735E-09
2/1/2024 9:41:35 AM,NaN
2/1/2024 9:41:35 AM,-9.133125E-09
2/1/2024 9:41:35 AM,-7.11906E-09
2/1/2024 9:41:36 AM,-9.482945E-09
2/1/2024 9:41:36 AM,NaN
2/1/2024 9:41:36 AM,-6.939338E-09
2/1/2024 9:41:36 AM,NaN
2/1/2024 9:41:36 AM,-8.166433E-09
2/1/2024 9:41:36 AM,-5.58542E-09
2/1/2024 9:41:36 AM,-8.141911E-09
2/1/2024 9:41:36 AM,-5.860943E-09
2/1/2024 9:41:36 AM,-5.87631E-09
2/1/2024 9:41:36 AM,-7.28219E-09
2/1/2024 9:41:36 AM,-3.820725E-09
2/1/2024 9:41:36 AM,-8.698197E-09
2/1/2024 9:41:36 AM,NaN
2/1/2024 9:41:36 AM,-8.426726E-09
2/1/2024 9:41:36 AM,-5.790047E-09
2/1/2024 9:41:36 AM,-6.202362E-09
2/1/2024 9:41:36 AM,-6.390477E-09
2/1/2024 9:41:36 AM,-4.014775E-09
2/1/2024 9:41:36 AM,-8.794755E-09
2/1/2024 9:41:37 AM,-6.917093E-09
2/1/2024 9:41:37 AM,-7.419746E-09
2/1/2024 9:41:37 AM,-9.92137E-09
2/1/2024 9:41:37 AM,-8.806249E-09
2/1/2024 9:41:37 AM,-4.026869E-09
2/1/2024 9:41:37 AM,-7.911891E-09
2/1/2024 9:41:37 AM,-6.979464E-09
2/1/2024 9:41:37 AM,-6.133163E-09
2/1/2024 9:41:37 AM,-9.065102E-09
2/1/2024 9:41:37 AM,-8.357112E-09
2/1/2024 9:41:37 AM,-6.906939E-09
2/1/2024 9:41:37 AM,-8.472528E-09
2/1/2024 9:41:37 AM,-9.07639E-09
2/1/2024 9:41:37 AM,-6.622245E-09
2/1/2024 9:41:37 AM,-4.592164E-09
2/1/2024 9:41:37 AM,-8.397682E-09
2/1/2024 9:41:37 AM,NaN
2/1/2024 9:41:37 AM,NaN
2/1/2024 9:41:38 AM,NaN
2/1/2024 9:41:38 AM,NaN
2/1/2024 9:41:38 AM,-6.29458E-09
2/1/2024 9:41:38 AM,-7.496295E-09
2/1/2024 9:41:38 AM,-6.327203E-09
2/1/2024 9:41:38 AM,-3.09562E-09
2/1/2024 9:41:38 AM,NaN
2/1/2024 9:41:38 AM,-3.384183E-09
